DomainName,AreaType,variable,n,min,max,median,q1,q3,iqr,mad,mean,sd,se,ci
B. Wider determinants of health,Counties & UAs (2020/21),Gap in the employment rate between those who are in receipt of long term support for a learning disability (aged 18 to 64) and the overall employment rate 18-64 yrs Male,1569,37,87.1,71.2,67.1,75.3,8.2,6.079,70.864,6.454,0.163,0.32
B. Wider determinants of health,Counties & UAs (2020/21),Gap in the employment rate between those who are in receipt of long term support for a learning disability (aged 18 to 64) and the overall employment rate 18-64 yrs Female,1565,34.2,100,63.699,58.46,67.9,9.44,6.887,62.902,7.248,0.183,0.359
B. Wider determinants of health,Counties & UAs (2020/21),Gap in the employment rate between those who are in receipt of long term support for a learning disability (aged 18 to 64) and the overall employment rate 18-64 yrs Persons,1614,40.1,88.3,67.2,62.806,71.152,8.346,6.18,66.673,6.363,0.158,0.311
B. Wider determinants of health,Counties & UAs (2020/21),Sickness absence: the percentage of employees who had at least one day off in the previous week 16+ yrs Persons,1628,0,21.033,2.148,1.754,2.554,0.8,0.593,2.182,0.861,0.021,0.042
B. Wider determinants of health,Counties & UAs (2020/21),Sickness absence:  the percentage of working days lost due to sickness absence 16+ yrs Persons,1627,0.048,15.88,1.242,0.938,1.566,0.629,0.467,1.284,0.683,0.017,0.033
B. Wider determinants of health,Counties & UAs (2020/21),"The percentage of the population exposed to road, rail and air transport noise of 65dB(A) or more, during the daytime All ages Persons",446,0,41.658,4.633,3.051,7.594,4.543,2.9,6.123,4.957,0.235,0.461
B. Wider determinants of health,Counties & UAs (2020/21),"The percentage of the population exposed to road, rail and air transport noise of 55 dB(A) or more during the night-time All ages Persons",446,0,57.494,8.276,5.428,13.15,7.722,5.146,10.657,8.022,0.38,0.747
B. Wider determinants of health,Counties & UAs (2020/21),Children in low income families (all dependent children under 20) 0-19 yrs Persons,1658,0,63.624,20.088,14.628,25.379,10.751,7.964,20.697,7.941,0.195,0.383
B. Wider determinants of health,Counties & UAs (2020/21),School readiness: percentage of children achieving a good level of development at the end of Reception 5 yrs Male,297,45.6,100,59.6,56.83,62.32,5.49,4.062,59.847,4.707,0.273,0.538
B. Wider determinants of health,Counties & UAs (2020/21),School readiness: percentage of children achieving a good level of development at the end of Reception 5 yrs Female,297,60.7,93.94,73.23,70.77,75.1,4.33,3.217,73.084,3.727,0.216,0.426
B. Wider determinants of health,Counties & UAs (2020/21),School readiness: percentage of children achieving a good level of development at the end of Reception 5 yrs Persons,297,53.1,84.21,66.2,63.82,68.7,4.88,3.662,66.297,3.819,0.222,0.436
B. Wider determinants of health,Counties & UAs (2020/21),School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception 5 yrs Male,295,16.67,100,42.86,39.15,47.03,7.88,5.856,43.106,6.881,0.401,0.789
B. Wider determinants of health,Counties & UAs (2020/21),School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception 5 yrs Female,295,30,77.08,58.38,54.72,61.885,7.165,5.337,58.287,6.219,0.362,0.713
B. Wider determinants of health,Counties & UAs (2020/21),School Readiness: percentage of children with free school meal status achieving a good level of development at the end of Reception 5 yrs Persons,295,25,80,50.1,47.085,54.185,7.1,5.189,50.554,5.878,0.342,0.674
B. Wider determinants of health,Counties & UAs (2020/21),School readiness: percentage of children achieving the expected level in the phonics screening check in Year 1 6 yrs Persons,1467,46.912,89.141,78.23,73.237,81.597,8.36,5.633,76.065,7.952,0.208,0.407
B. Wider determinants of health,Counties & UAs (2020/21),School readiness: percentage of children achieving the expected level in the phonics screening check in Year 1 6 yrs Male,1322,54.479,88.146,75.363,71.405,78.376,6.971,5.115,74.557,5.545,0.153,0.299
B. Wider determinants of health,Counties & UAs (2020/21),School readiness: percentage of children achieving the expected level in the phonics screening check in Year 1 6 yrs Female,1322,63.158,92.627,82.649,78.959,85.33,6.371,4.589,81.75,5.008,0.138,0.27
B. Wider determinants of health,Counties & UAs (2020/21),School readiness: percentage of children with free school meal status achieving the expected level in the phonics screening check in Year 1 6 yrs Persons,1467,25.455,85.437,64.706,58.061,70.159,12.098,8.546,63.2,9.727,0.254,0.498
B. Wider determinants of health,Counties & UAs (2020/21),School readiness: percentage of children with free school meal status achieving the expected level in the phonics screening check in Year 1 6 yrs Male,1319,27.5,83.971,60.909,55.436,65.859,10.423,7.653,60.573,7.867,0.217,0.425
B. Wider determinants of health,Counties & UAs (2020/21),School readiness: percentage of children with free school meal status achieving the expected level in the phonics screening check in Year 1 6 yrs Female,1319,40.741,100,70.956,65.628,75.721,10.094,7.478,70.386,7.51,0.207,0.406
B. Wider determinants of health,Counties & UAs (2020/21),"Gap in the employment rate for those who are in contact with secondary mental health services  (aged 18 to 69) and on the Care Plan Approach, and the overall employment rate 18-69 yrs Male",1433,49.1,85.3,71.3,67.6,74.7,7.1,5.337,70.993,5.303,0.14,0.275
B. Wider determinants of health,Counties & UAs (2020/21),"Gap in the employment rate for those who are in contact with secondary mental health services  (aged 18 to 69) and on the Care Plan Approach, and the overall employment rate 18-69 yrs Female",1436,30.8,76.4,59.2,54.8,63.325,8.525,6.375,59.041,6.167,0.163,0.319
B. Wider determinants of health,Counties & UAs (2020/21),"Gap in the employment rate for those who are in contact with secondary mental health services  (aged 18 to 69) and on the Care Plan Approach, and the overall employment rate 18-69 yrs Persons",1459,0.3,80,65.4,61.8,68.8,7,5.041,65.12,5.491,0.144,0.282
B. Wider determinants of health,Counties & UAs (2020/21),"Violent crime - sexual offences per 1,000 population All ages Persons",1906,0,15.057,1.75,1.099,2.556,1.456,1.066,1.955,1.186,0.027,0.053
B. Wider determinants of health,Counties & UAs (2020/21),Social Isolation: percentage of adult carers who have as much social contact as they would like 18+ yrs Male,148,14.3,58.8,36.05,32.3,41.55,9.25,7.413,36.876,7.684,0.632,1.248
B. Wider determinants of health,Counties & UAs (2020/21),Social Isolation: percentage of adult carers who have as much social contact as they would like 18+ yrs Female,148,18,56.8,33.3,28.375,38.35,9.975,7.413,33.555,7.176,0.59,1.166
B. Wider determinants of health,Counties & UAs (2020/21),Social Isolation: percentage of adult carers who have as much social contact as they would like All ages Persons,149,23.9,60.9,41.4,36.3,46.5,10.2,7.561,41.224,7.411,0.607,1.2
B. Wider determinants of health,Counties & UAs (2020/21),Social Isolation: percentage of adult carers who have as much social contact as they would like 18+ yrs Persons,740,11.7,60.9,33.8,28.275,40.35,12.075,9.044,34.496,8.186,0.301,0.591
B. Wider determinants of health,Counties & UAs (2020/21),Social Isolation: percentage of adult carers who have as much social contact as they would like 65+ yrs Persons,591,11.1,56.4,34.3,29.3,40.4,11.1,8.154,34.79,8.184,0.337,0.661
B. Wider determinants of health,Counties & UAs (2020/21),Social Isolation: percentage of adult carers who have as much social contact as they would like 18-64 yrs Persons,148,17.3,57.1,31.15,26,36.95,10.95,8.228,31.566,7.471,0.614,1.214
B. Wider determinants of health,Counties & UAs (2020/21),Percentage of people in employment 16-64 yrs Male,1790,59.1,100,78.5,74.5,81.9,7.4,5.486,78.013,5.301,0.125,0.246
B. Wider determinants of health,Counties & UAs (2020/21),Percentage of people in employment 16-64 yrs Female,1789,42.6,100,69.4,64.9,73.3,8.4,6.079,68.785,6.37,0.151,0.295
B. Wider determinants of health,Counties & UAs (2020/21),Percentage of people in employment 16-64 yrs Persons,1791,56,100,74,69.8,77.268,7.468,5.337,73.391,5.361,0.127,0.248
B. Wider determinants of health,Counties & UAs (2020/21),Percentage of people in employment 50-64 yrs Persons,1042,48.9,100,71.3,67.6,74.8,7.2,5.337,71.079,5.521,0.171,0.336
B. Wider determinants of health,Counties & UAs (2020/21),Percentage of people in employment 16-24 yrs Persons,1033,12.6,77,53.4,46.3,59.3,13,9.489,52.391,9.75,0.303,0.595
B. Wider determinants of health,Counties & UAs (2020/21),Percentage of people in employment 25-49 yrs Persons,1044,55.4,100,84.6,80.8,87.425,6.625,4.744,84.056,4.961,0.154,0.301
B. Wider determinants of health,Counties & UAs (2020/21),First time offenders 10+ yrs Persons,1564,73.964,857.123,244.485,182.893,321.337,138.444,99.395,263.777,109.065,2.758,5.409
B. Wider determinants of health,Counties & UAs (2020/21),Domestic abuse related incidents and crimes 16+ yrs Persons,1171,9.326,62.251,29.813,23.521,34.011,10.49,7.75,28.961,7.258,0.212,0.416
B. Wider determinants of health,Counties & UAs (2020/21),"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known 16-17 yrs Male",1044,0,43.214,5.551,4.199,7.067,2.868,2.116,5.955,2.912,0.09,0.177
B. Wider determinants of health,Counties & UAs (2020/21),"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known 16-17 yrs Female",1044,0,46.452,4.298,3.129,5.657,2.527,1.857,4.637,2.614,0.081,0.159
B. Wider determinants of health,Counties & UAs (2020/21),"16 to 17 year olds not in education, employment or training (NEET) or whose activity is not known 16-17 yrs Persons",1048,0,44.756,4.97,3.691,6.31,2.619,1.935,5.267,2.692,0.083,0.163
B. Wider determinants of health,Counties & UAs (2020/21),School readiness: percentage of children achieving at least the expected level in communication and language skills at the end of Reception 5 yrs Male,147,62.61,85.45,74.36,70.475,76.71,6.235,4.596,73.842,4.08,0.337,0.665
B. Wider determinants of health,Counties & UAs (2020/21),School readiness: percentage of children achieving at least the expected level in communication and language skills at the end of Reception 5 yrs Female,147,75,100,85.33,83.26,86.81,3.55,2.55,85.176,3.006,0.248,0.49
B. Wider determinants of health,Counties & UAs (2020/21),School readiness: percentage of children achieving at least the expected level in communication and language skills at the end of Reception 5 yrs Persons,297,68,100,79.61,76.94,81.7,4.76,3.425,79.47,3.746,0.217,0.428
B. Wider determinants of health,Counties & UAs (2020/21),Reoffending levels: percentage of offenders who reoffend All ages Persons,742,12.222,45.522,26.681,23.719,29.815,6.095,4.524,26.777,4.667,0.171,0.336
B. Wider determinants of health,Counties & UAs (2020/21),"School readiness: percentage of children achieving at least the expected level of development in communication, language and literacy skills at the end of Reception 5 yrs Male",297,47.1,100,61.8,58.9,64.07,5.17,3.914,61.701,4.778,0.277,0.546
B. Wider determinants of health,Counties & UAs (2020/21),"School readiness: percentage of children achieving at least the expected level of development in communication, language and literacy skills at the end of Reception 5 yrs Female",297,62.1,93.94,74.8,72.11,76.5,4.39,3.454,74.591,3.705,0.215,0.423
B. Wider determinants of health,Counties & UAs (2020/21),"School readiness: percentage of children achieving at least the expected level of development in communication, language and literacy skills at the end of Reception 5 yrs Persons",297,54.5,84.21,68.17,65.5,70.4,4.9,3.514,67.98,3.875,0.225,0.442
B. Wider determinants of health,Counties & UAs (2020/21),Reoffending levels: average number of reoffences per reoffender All ages Persons,737,2.325,6.484,3.764,3.41,4.142,0.733,0.533,3.798,0.544,0.02,0.039
B. Wider determinants of health,Counties & UAs (2020/21),Children in relative low income families (under 16s) <16 yrs Persons,148,5.369,41.664,18.721,14.951,24.161,9.21,7.485,20.193,7.511,0.617,1.22
B. Wider determinants of health,Counties & UAs (2020/21),Children in absolute low income families (under 16s) <16 yrs Persons,148,4.173,35.337,14.322,10.955,18.775,7.82,5.391,15.458,6.109,0.502,0.992
B. Wider determinants of health,Counties & UAs (2020/21),Homelessness: households in temporary accommodation Not applicable Not applicable,497,0,48.565,1.275,0.578,2.956,2.378,1.296,3.601,6.132,0.275,0.54
B. Wider determinants of health,Counties & UAs (2020/21),Homelessness: households owed a duty under the Homelessness Reduction Act Not applicable Not applicable,547,0,32.745,11.583,8.234,16.273,8.039,5.543,12.664,5.543,0.237,0.466
B. Wider determinants of health,Counties & UAs (2020/21),Killed and seriously injured (KSI) casualties on England's roads All ages Persons,894,22.773,784.505,94.546,71.397,145.231,73.834,46.242,128.684,98.444,3.292,6.462
B. Wider determinants of health,Counties & UAs (2020/21),Loneliness: Percentage of adults who feel lonely often or always or some of the time 16+ yrs Persons,148,13.863,36.284,22.479,19.53,25.565,6.035,4.442,22.69,4.092,0.336,0.665
B. Wider determinants of health,Counties & UAs (2020/21),"Fuel poverty (low income, low energy efficiency methodology) Not applicable Not applicable",447,4.362,23.19,13.699,11.03,15.627,4.596,3.55,13.469,3.638,0.172,0.338
B. Wider determinants of health,Counties & UAs (2020/21),The percentage of the population with a physical or mental long term health condition in employment (aged 16 to 64) 16-64 yrs Persons,443,43.4,87.3,64.717,59.456,69.588,10.132,7.6,64.475,7.2,0.342,0.672
B. Wider determinants of health,Counties & UAs (2020/21),The percentage of the population who are in receipt of long term support for a learning disability that are in paid employment (aged 18 to 64) 18-64 yrs Male,882,0,27.869,5.458,3.4,8.878,5.478,3.621,6.574,4.546,0.153,0.3
B. Wider determinants of health,Counties & UAs (2020/21),The percentage of the population who are in receipt of long term support for a learning disability that are in paid employment (aged 18 to 64) 18-64 yrs Female,878,0,25.15,4.221,2.385,7.093,4.708,3.282,5.262,4.051,0.137,0.268
B. Wider determinants of health,Counties & UAs (2020/21),The percentage of the population who are in receipt of long term support for a learning disability that are in paid employment (aged 18 to 64) 18-64 yrs Persons,885,0,26.77,4.912,3.003,8.245,5.243,3.38,6.009,4.241,0.143,0.28
B. Wider determinants of health,Counties & UAs (2020/21),"The percentage of the population who are in contact with secondary mental health services and on the Care Plan Approach, that are in paid employment (aged 18 to 69) 18-69 yrs Male",580,1,30,7,5,9,4,2.965,7.295,3.852,0.16,0.314
B. Wider determinants of health,Counties & UAs (2020/21),"The percentage of the population who are in contact with secondary mental health services and on the Care Plan Approach, that are in paid employment (aged 18 to 69) 18-69 yrs Female",586,1,53,9,6,12,6,4.448,9.937,5.265,0.217,0.427
B. Wider determinants of health,Counties & UAs (2020/21),"The percentage of the population who are in contact with secondary mental health services and on the Care Plan Approach, that are in paid employment (aged 18 to 69) 18-69 yrs Persons",581,0,31,8,5,11,6,4.448,8.444,4.161,0.173,0.339
B. Wider determinants of health,Counties & UAs (2021/22-2022/23),Pupil absence 5-15 yrs Persons,1652,1.96,9.18,4.846,4.523,5.374,0.851,0.564,5.104,0.951,0.023,0.046
B. Wider determinants of health,Counties & UAs (2021/22-2022/23),First time entrants to the youth justice system 10-17 yrs Persons,1856,37.153,2069.419,336.23,199.56,526.669,327.109,224.186,403.018,274.569,6.373,12.5
B. Wider determinants of health,Counties & UAs (2021/22-2022/23),Adults in contact with secondary mental health services who live in stable and appropriate accommodation 18-69 yrs Male,1471,1,92.7,63,47,73.3,26.3,18.977,58.81,19.783,0.516,1.012
B. Wider determinants of health,Counties & UAs (2021/22-2022/23),Adults in contact with secondary mental health services who live in stable and appropriate accommodation 18-69 yrs Female,1470,0,100,67,49.6,78,28.4,19.274,62.358,20.706,0.54,1.059
B. Wider determinants of health,Counties & UAs (2021/22-2022/23),Adults in contact with secondary mental health services who live in stable and appropriate accommodation 18-69 yrs Persons,1478,1,94.4,64.65,48,75.15,27.15,18.755,60.241,20.197,0.525,1.03
B. Wider determinants of health,Counties & UAs (2021/22-2022/23),"Violent crime - violence offences per 1,000 population All ages Persons",1788,1.304,152.152,18.933,11.897,27.294,15.397,11.097,21.511,13.335,0.315,0.619
B. Wider determinants of health,Counties & UAs (2021/22-2022/23),Utilisation of outdoor space for exercise or health reasons 16+ yrs Persons,668,0.303,41.248,16.101,12.299,19.62,7.321,5.48,16.222,6.072,0.235,0.461
B. Wider determinants of health,Counties & UAs (2021/22-2022/23),Social Isolation: percentage of adult social care users who have as much social contact as they would like 18+ yrs Persons,1757,24.3,61.1,44.1,40.8,47.3,6.5,4.744,44.064,4.635,0.111,0.217
B. Wider determinants of health,Counties & UAs (2021/22-2022/23),Social Isolation: percentage of adult social care users who have as much social contact as they would like 65+ yrs Persons,1173,13.6,65.9,42.3,38.4,46,7.6,5.634,42.134,5.526,0.161,0.317
B. Wider determinants of health,Counties & UAs (2021/22-2022/23),Children in low income families (all dependent children under 20) 0-19 yrs Persons,1647,0,63.624,20.144,14.636,25.4,10.764,8.022,20.735,7.954,0.196,0.384
B. Wider determinants of health,Counties & UAs (2021/22-2022/23),School readiness: percentage of children achieving a good level of development at the end of Reception 5 yrs Male,301,45.6,100,59.59,56.83,62.32,5.49,4.077,59.839,4.684,0.27,0.531
